filename,split,buildings
patch-77-82-image.png,test,False
patch-41-64-image.png,train,False
patch-37-154-image.png,train,False
patch-46-74-image.png,train,True
patch-82-55-image.png,train,False
patch-74-86-image.png,train,False
patch-1-374-image.png,test,False
patch-20-242-image.png,train,False
patch-18-227-image.png,test,False
patch-46-104-image.png,train,False
patch-52-93-image.png,train,False
patch-64-69-image.png,test,False
patch-1-177-image.png,train,True
patch-62-62-image.png,test,True
patch-63-104-image.png,train,True
patch-10-186-image.png,val,True
patch-31-400-image.png,val,False
patch-24-43-image.png,train,False
patch-45-51-image.png,train,False
patch-26-184-image.png,train,False
patch-38-144-image.png,train,False
patch-25-133-image.png,train,True
patch-3-335-image.png,train,False
patch-39-105-image.png,val,False
patch-0-74-image.png,val,True
patch-1-15-image.png,test,True
patch-23-200-image.png,train,False
patch-44-59-image.png,val,False
patch-70-73-image.png,train,False
patch-62-59-image.png,train,True
patch-38-36-image.png,test,True
patch-25-211-image.png,train,True
patch-10-249-image.png,train,True
patch-15-57-image.png,train,True
patch-21-269-image.png,train,True
patch-2-130-image.png,test,True
patch-25-138-image.png,test,False
patch-47-88-image.png,val,False
patch-0-140-image.png,test,False
patch-60-35-image.png,train,False
patch-50-42-image.png,train,False
patch-6-245-image.png,train,True
patch-39-118-image.png,train,False
patch-48-145-image.png,train,False
patch-4-260-image.png,train,True
patch-11-393-image.png,train,False
patch-1-165-image.png,train,False
patch-12-16-image.png,train,True
patch-4-117-image.png,train,False
patch-83-52-image.png,val,False
patch-36-102-image.png,train,False
patch-52-137-image.png,val,False
patch-19-138-image.png,val,True
patch-30-124-image.png,train,False
patch-1-239-image.png,test,True
patch-63-123-image.png,train,False
patch-46-67-image.png,train,False
patch-44-431-image.png,train,False
patch-14-266-image.png,train,True
patch-0-395-image.png,train,False
patch-58-38-image.png,val,False
patch-7-222-image.png,train,False
patch-23-57-image.png,train,True
patch-32-127-image.png,test,False
patch-12-112-image.png,train,True
patch-4-127-image.png,train,True
patch-8-49-image.png,train,True
patch-80-103-image.png,train,True
patch-1-210-image.png,train,False
patch-37-112-image.png,train,False
patch-6-170-image.png,train,False
patch-16-118-image.png,test,False
patch-63-84-image.png,train,False
patch-54-38-image.png,train,False
patch-51-48-image.png,test,False
patch-10-145-image.png,train,False
patch-48-118-image.png,train,False
patch-9-117-image.png,test,True
patch-18-431-image.png,val,False
patch-10-386-image.png,train,False
patch-36-123-image.png,train,False
patch-44-67-image.png,train,False
patch-22-156-image.png,train,False
patch-12-160-image.png,train,True
patch-0-79-image.png,test,True
patch-15-404-image.png,train,True
patch-21-61-image.png,test,True
patch-21-166-image.png,test,False
patch-13-243-image.png,train,False
patch-46-39-image.png,train,False
patch-50-105-image.png,test,True
patch-19-203-image.png,train,False
patch-16-181-image.png,train,False
patch-19-128-image.png,train,False
patch-12-208-image.png,train,True
patch-18-164-image.png,train,True
patch-31-402-image.png,train,False
patch-47-158-image.png,train,False
patch-3-207-image.png,train,True
patch-2-206-image.png,train,False
patch-73-86-image.png,train,False
patch-2-191-image.png,train,True
patch-60-77-image.png,train,True
patch-18-422-image.png,test,True
patch-20-170-image.png,test,False
patch-2-22-image.png,train,True
patch-1-121-image.png,train,True
patch-17-241-image.png,test,False
patch-7-423-image.png,test,True
patch-46-58-image.png,test,False
patch-16-161-image.png,val,True
patch-6-74-image.png,train,False
patch-31-86-image.png,test,False
patch-33-115-image.png,test,False
patch-29-113-image.png,train,True
patch-74-80-image.png,train,False
patch-19-53-image.png,train,False
patch-39-38-image.png,train,False
patch-19-92-image.png,test,True
patch-47-61-image.png,train,False
patch-80-98-image.png,train,False
patch-17-196-image.png,train,False
patch-1-284-image.png,train,True
patch-55-111-image.png,val,False
patch-72-76-image.png,train,False
patch-11-245-image.png,train,False
patch-55-77-image.png,train,False
patch-74-54-image.png,train,False
patch-16-42-image.png,train,False
patch-2-403-image.png,train,False
patch-20-171-image.png,train,False
patch-3-327-image.png,test,False
patch-42-145-image.png,train,False
patch-7-164-image.png,train,False
patch-56-44-image.png,train,False
patch-39-155-image.png,test,False
patch-46-160-image.png,train,False
patch-34-394-image.png,test,False
patch-23-111-image.png,val,False
patch-20-49-image.png,train,False
patch-56-95-image.png,train,False
patch-3-325-image.png,train,True
patch-81-79-image.png,val,False
patch-18-407-image.png,train,False
patch-20-82-image.png,train,False
patch-24-189-image.png,train,False
patch-12-40-image.png,train,True
patch-68-45-image.png,train,False
patch-3-396-image.png,val,False
patch-7-87-image.png,val,True
patch-14-162-image.png,train,True
patch-33-401-image.png,train,True
patch-43-155-image.png,val,False
patch-21-172-image.png,val,False
patch-65-81-image.png,val,False
patch-7-407-image.png,train,True
patch-40-33-image.png,train,False
patch-0-64-image.png,val,False
patch-10-212-image.png,train,False
patch-32-60-image.png,train,False
patch-22-48-image.png,test,False
patch-37-63-image.png,train,False
patch-26-141-image.png,train,True
patch-43-430-image.png,train,False
patch-25-207-image.png,val,False
patch-71-64-image.png,val,False
patch-7-126-image.png,test,True
patch-17-101-image.png,train,False
patch-22-385-image.png,train,False
patch-14-431-image.png,train,False
patch-5-5-image.png,test,True
patch-22-200-image.png,val,False
patch-33-145-image.png,train,False
patch-33-53-image.png,train,False
patch-40-99-image.png,train,True
patch-20-67-image.png,val,False
patch-0-4-image.png,train,False
patch-23-415-image.png,train,False
patch-40-98-image.png,train,False
patch-29-211-image.png,train,False
patch-21-51-image.png,val,False
patch-1-217-image.png,train,False
patch-1-147-image.png,val,False
patch-15-189-image.png,val,False
patch-32-68-image.png,train,True
patch-49-55-image.png,train,False
patch-3-390-image.png,train,False
patch-31-411-image.png,test,False
patch-42-62-image.png,train,False
patch-8-32-image.png,val,True
patch-46-150-image.png,test,False
patch-7-340-image.png,train,False
patch-60-112-image.png,val,False
patch-15-127-image.png,train,False
patch-2-133-image.png,train,False
patch-21-419-image.png,val,False
patch-59-36-image.png,train,False
patch-37-86-image.png,test,False
patch-8-425-image.png,train,False
patch-28-173-image.png,train,False
patch-23-114-image.png,train,False
patch-5-39-image.png,test,True
patch-18-84-image.png,train,False
patch-13-143-image.png,train,False
patch-75-77-image.png,val,False
patch-68-69-image.png,test,False
patch-39-148-image.png,train,True
patch-8-139-image.png,train,True
patch-68-132-image.png,val,False
patch-7-248-image.png,val,False
patch-51-44-image.png,train,False
patch-50-62-image.png,train,False
patch-2-220-image.png,train,False
patch-2-161-image.png,val,True
patch-38-33-image.png,train,False
patch-14-387-image.png,train,False
patch-7-383-image.png,train,False
patch-35-72-image.png,val,False
patch-45-88-image.png,train,False
patch-7-38-image.png,val,False
patch-24-88-image.png,test,False
patch-19-191-image.png,train,False
patch-30-157-image.png,train,False
patch-17-256-image.png,train,False
patch-77-102-image.png,val,True
patch-44-145-image.png,train,False
patch-64-119-image.png,train,False
patch-19-276-image.png,train,True
patch-63-87-image.png,val,False
patch-49-71-image.png,train,False
patch-9-44-image.png,train,True
patch-34-133-image.png,test,False
patch-15-234-image.png,train,False
patch-30-74-image.png,test,False
patch-21-400-image.png,train,True
patch-15-70-image.png,train,False
patch-71-69-image.png,train,False
patch-17-66-image.png,val,False
patch-6-177-image.png,train,False
patch-44-413-image.png,train,False
patch-6-88-image.png,train,True
patch-0-36-image.png,train,False
patch-58-104-image.png,test,True
patch-9-110-image.png,val,True
patch-38-149-image.png,train,False
patch-33-422-image.png,train,False
patch-11-237-image.png,test,False
patch-60-69-image.png,test,True
patch-40-409-image.png,val,False
patch-18-147-image.png,train,False
patch-48-76-image.png,train,True
patch-1-35-image.png,train,False
patch-7-258-image.png,test,True
patch-6-160-image.png,train,True
patch-5-343-image.png,train,False
patch-11-125-image.png,train,True
patch-32-79-image.png,train,False
patch-10-176-image.png,train,False
patch-42-120-image.png,train,False
patch-36-424-image.png,train,False
patch-24-430-image.png,test,False
patch-68-123-image.png,train,False
patch-43-38-image.png,train,False
patch-9-118-image.png,train,True
patch-28-409-image.png,train,False
patch-47-138-image.png,val,False
patch-5-209-image.png,test,False
patch-1-81-image.png,test,True
patch-49-47-image.png,train,False
patch-11-159-image.png,test,True
patch-12-176-image.png,train,False
patch-12-243-image.png,train,False
patch-24-91-image.png,train,False
patch-73-82-image.png,train,False
patch-37-43-image.png,val,False
patch-47-51-image.png,train,False
patch-60-45-image.png,train,False
patch-31-94-image.png,train,False
patch-2-331-image.png,train,False
patch-38-72-image.png,train,True
patch-20-211-image.png,test,False
patch-46-33-image.png,val,False
patch-24-103-image.png,train,False
patch-0-66-image.png,train,True
patch-18-64-image.png,train,False
patch-1-405-image.png,test,True
patch-18-170-image.png,train,False
patch-21-138-image.png,train,True
patch-1-153-image.png,train,True
patch-3-110-image.png,train,True
patch-21-191-image.png,train,False
patch-10-23-image.png,train,True
patch-39-87-image.png,train,False
patch-28-160-image.png,test,False
patch-0-100-image.png,test,True
patch-68-96-image.png,test,False
patch-63-111-image.png,train,False
patch-10-126-image.png,test,False
patch-42-110-image.png,train,False
patch-48-142-image.png,val,False
patch-28-423-image.png,test,False
patch-54-68-image.png,train,False
patch-10-208-image.png,train,True
patch-84-65-image.png,val,False
patch-44-39-image.png,test,False
patch-10-408-image.png,test,False
patch-3-200-image.png,train,True
patch-26-113-image.png,test,True
patch-53-111-image.png,train,False
patch-3-338-image.png,val,False
patch-33-127-image.png,train,False
patch-6-338-image.png,train,False
patch-15-393-image.png,val,True
patch-6-106-image.png,train,False
patch-3-413-image.png,train,True
patch-9-409-image.png,train,False
patch-9-415-image.png,train,True
patch-39-42-image.png,val,True
patch-10-395-image.png,test,False
patch-29-130-image.png,train,False
patch-5-423-image.png,val,True
patch-6-135-image.png,train,False
patch-35-40-image.png,train,False
patch-48-419-image.png,test,False
patch-55-41-image.png,train,False
patch-51-46-image.png,train,False
patch-10-392-image.png,train,True
patch-11-145-image.png,train,False
patch-27-113-image.png,train,False
patch-73-77-image.png,train,False
patch-17-126-image.png,train,False
patch-2-410-image.png,train,True
patch-23-217-image.png,train,False
patch-50-46-image.png,val,False
patch-58-71-image.png,train,True
patch-0-338-image.png,train,True
patch-28-129-image.png,train,False
patch-9-161-image.png,train,True
patch-62-99-image.png,test,True
patch-0-51-image.png,train,True
patch-15-251-image.png,train,False
patch-0-393-image.png,train,False
patch-6-22-image.png,train,False
patch-22-79-image.png,train,False
patch-53-109-image.png,val,False
patch-53-92-image.png,train,False
patch-26-127-image.png,train,False
patch-4-106-image.png,test,False
patch-10-59-image.png,train,True
patch-11-146-image.png,val,False
patch-19-194-image.png,train,False
patch-49-151-image.png,test,False
patch-8-415-image.png,train,True
patch-12-155-image.png,train,True
patch-36-418-image.png,test,True
patch-33-149-image.png,train,False
patch-31-137-image.png,train,False
patch-33-162-image.png,train,False
patch-61-98-image.png,train,False
patch-8-433-image.png,train,False
patch-4-137-image.png,train,False
patch-25-127-image.png,test,True
patch-32-92-image.png,train,False
patch-24-176-image.png,train,False
patch-33-395-image.png,train,False
patch-15-231-image.png,train,False
patch-12-256-image.png,train,False
patch-52-50-image.png,train,False
patch-4-176-image.png,val,False
patch-39-422-image.png,train,True
patch-37-430-image.png,train,False
patch-44-99-image.png,train,False
patch-24-416-image.png,train,False
patch-28-206-image.png,train,False
patch-18-149-image.png,train,False
patch-73-81-image.png,val,False
patch-24-136-image.png,test,False
patch-73-52-image.png,train,False
patch-32-422-image.png,test,True
patch-53-91-image.png,test,False
patch-24-124-image.png,train,False
patch-21-137-image.png,train,False
patch-26-64-image.png,train,False
patch-17-148-image.png,test,False
patch-0-190-image.png,val,True
patch-48-72-image.png,val,False
patch-27-143-image.png,train,False
patch-6-326-image.png,val,False
patch-21-135-image.png,train,False
patch-20-219-image.png,val,False
patch-34-397-image.png,train,False
patch-12-115-image.png,train,True
patch-3-197-image.png,val,True
patch-4-219-image.png,train,False
patch-5-165-image.png,val,False
patch-6-87-image.png,test,True
patch-64-108-image.png,train,True
patch-37-151-image.png,test,False
patch-27-140-image.png,val,True
patch-13-230-image.png,train,True
patch-8-272-image.png,train,True
patch-23-185-image.png,train,False
patch-43-129-image.png,val,False
patch-64-126-image.png,train,False
patch-74-73-image.png,train,False
patch-13-161-image.png,train,True
patch-7-112-image.png,train,True
patch-37-119-image.png,train,False
patch-15-186-image.png,train,False
patch-11-402-image.png,train,True
patch-32-407-image.png,train,False
patch-8-58-image.png,train,True
patch-20-123-image.png,test,False
patch-3-267-image.png,test,True
patch-35-78-image.png,train,True
patch-9-193-image.png,train,False
patch-3-87-image.png,train,True
patch-10-159-image.png,val,True
patch-26-414-image.png,train,False
patch-5-202-image.png,train,False
patch-0-33-image.png,train,False
patch-6-428-image.png,train,True
patch-21-133-image.png,train,False
patch-21-174-image.png,train,False
patch-24-57-image.png,val,True
patch-11-191-image.png,train,True
patch-12-168-image.png,train,False
patch-3-72-image.png,train,False
patch-19-171-image.png,val,False
patch-1-60-image.png,train,True
patch-5-164-image.png,train,False
patch-23-50-image.png,test,False
patch-61-42-image.png,test,False
patch-24-53-image.png,train,True
patch-68-133-image.png,train,False
patch-9-168-image.png,train,False
patch-0-91-image.png,test,True
patch-20-122-image.png,train,False
patch-12-50-image.png,test,True
patch-60-122-image.png,train,False
patch-38-126-image.png,train,False
patch-46-105-image.png,train,False
patch-12-77-image.png,test,True
patch-26-160-image.png,test,False
patch-75-55-image.png,train,False
patch-14-386-image.png,val,False
patch-30-389-image.png,train,False
patch-2-193-image.png,test,True
patch-33-155-image.png,val,False
patch-37-53-image.png,train,False
patch-22-173-image.png,train,True
patch-0-256-image.png,test,False
patch-42-100-image.png,train,False
patch-18-65-image.png,train,False
patch-2-117-image.png,train,False
patch-20-130-image.png,test,True
patch-30-150-image.png,train,False
patch-4-376-image.png,train,False
patch-24-384-image.png,test,False
patch-9-99-image.png,val,False
patch-57-36-image.png,val,False
patch-77-57-image.png,test,False
patch-41-108-image.png,train,True
patch-3-31-image.png,train,False
patch-38-101-image.png,test,False
patch-44-72-image.png,train,False
patch-24-188-image.png,test,False
patch-35-115-image.png,train,False
patch-29-395-image.png,test,False
patch-74-61-image.png,train,False
patch-67-97-image.png,train,True
patch-74-60-image.png,test,False
patch-85-64-image.png,train,False
patch-36-124-image.png,train,False
patch-30-96-image.png,val,False
patch-7-171-image.png,train,False
patch-58-118-image.png,train,False
patch-12-328-image.png,test,False
patch-46-126-image.png,train,False
patch-14-149-image.png,train,True
patch-1-246-image.png,train,False
patch-43-421-image.png,train,False
patch-75-62-image.png,val,False
patch-1-392-image.png,train,False
patch-28-166-image.png,train,False
patch-42-117-image.png,train,False
patch-16-397-image.png,train,False
patch-67-83-image.png,test,False
patch-8-166-image.png,train,True
patch-2-260-image.png,val,True
patch-1-42-image.png,val,True
patch-21-64-image.png,test,False
patch-66-105-image.png,train,True
patch-5-23-image.png,test,False
patch-57-57-image.png,train,False
patch-1-190-image.png,train,True
patch-16-214-image.png,train,False
patch-20-161-image.png,train,False
patch-6-38-image.png,train,True
patch-38-61-image.png,train,False
patch-20-392-image.png,train,False
patch-40-85-image.png,test,False
patch-52-40-image.png,train,False
patch-23-191-image.png,train,True
patch-70-47-image.png,train,False
patch-57-54-image.png,train,False
patch-4-235-image.png,train,False
patch-31-57-image.png,train,False
patch-68-74-image.png,train,False
patch-8-418-image.png,train,True
patch-14-86-image.png,train,False
patch-43-69-image.png,val,True
patch-17-62-image.png,train,False
patch-20-383-image.png,train,False
patch-4-148-image.png,val,False
patch-15-253-image.png,train,False
patch-43-50-image.png,train,False
patch-30-162-image.png,val,True
patch-60-72-image.png,train,True
patch-5-178-image.png,train,False
patch-20-135-image.png,train,True
patch-2-386-image.png,train,False
patch-22-208-image.png,train,False
patch-13-30-image.png,train,False
patch-26-408-image.png,train,False
patch-13-21-image.png,train,True
patch-12-21-image.png,train,False
patch-8-181-image.png,train,False
patch-49-57-image.png,train,True
patch-15-128-image.png,test,False
patch-32-115-image.png,train,False
patch-77-65-image.png,test,False
patch-57-94-image.png,test,True
patch-27-164-image.png,train,False
patch-68-103-image.png,train,True
patch-59-70-image.png,test,True
patch-9-62-image.png,train,True
patch-31-142-image.png,train,False
patch-44-420-image.png,train,False
patch-20-200-image.png,test,False
patch-24-93-image.png,train,True
patch-82-70-image.png,train,False
patch-37-40-image.png,train,False
patch-71-80-image.png,train,False
patch-28-164-image.png,train,False
patch-20-151-image.png,test,True
patch-42-426-image.png,train,False
patch-44-139-image.png,train,False
patch-54-74-image.png,train,True
patch-3-47-image.png,train,True
patch-24-394-image.png,val,False
patch-15-419-image.png,train,True
patch-6-385-image.png,train,False
patch-2-341-image.png,train,True
patch-51-59-image.png,train,False
patch-1-161-image.png,test,True
patch-23-170-image.png,train,False
patch-14-407-image.png,train,True
patch-33-91-image.png,train,False
patch-26-42-image.png,train,False
patch-15-215-image.png,train,False
patch-4-42-image.png,test,True
patch-27-177-image.png,train,False
patch-43-147-image.png,train,False
patch-7-430-image.png,test,False
patch-47-95-image.png,train,False
patch-24-175-image.png,train,False
patch-34-150-image.png,test,False
patch-20-419-image.png,val,False
patch-12-15-image.png,train,True
patch-3-333-image.png,train,True
patch-56-106-image.png,train,True
patch-6-378-image.png,train,False
patch-84-79-image.png,train,False
patch-49-144-image.png,test,False
patch-20-415-image.png,train,False
patch-30-391-image.png,train,False
patch-7-80-image.png,train,False
patch-45-162-image.png,train,True
patch-2-153-image.png,train,True
patch-50-36-image.png,train,False
patch-27-94-image.png,train,False
patch-35-160-image.png,train,False
patch-15-155-image.png,train,False
patch-48-111-image.png,train,False
patch-6-156-image.png,train,True
patch-69-99-image.png,train,True
patch-19-39-image.png,train,True
patch-7-84-image.png,train,False
patch-37-92-image.png,train,False
patch-10-264-image.png,val,True
patch-32-56-image.png,train,True
patch-33-389-image.png,val,False
patch-13-17-image.png,train,True
patch-20-240-image.png,test,False
patch-2-217-image.png,train,True
patch-52-80-image.png,val,False
patch-16-203-image.png,val,False
patch-66-119-image.png,train,False
patch-73-97-image.png,train,False
patch-18-275-image.png,test,True
patch-26-196-image.png,train,False
patch-3-114-image.png,train,True
patch-11-200-image.png,train,False
patch-28-84-image.png,train,True
patch-41-98-image.png,train,False
patch-50-159-image.png,train,False
patch-30-146-image.png,val,False
patch-14-108-image.png,train,False
patch-31-87-image.png,train,True
patch-9-419-image.png,test,True
patch-50-160-image.png,val,False
patch-58-112-image.png,train,False
patch-56-127-image.png,test,False
patch-24-185-image.png,test,True
patch-27-387-image.png,test,False
patch-16-39-image.png,train,False
patch-10-274-image.png,train,True
patch-27-196-image.png,test,False
patch-39-125-image.png,val,False
patch-75-84-image.png,val,False
patch-65-57-image.png,train,True
patch-0-286-image.png,train,True
patch-6-192-image.png,train,True
patch-38-422-image.png,val,False
patch-29-401-image.png,test,False
patch-13-426-image.png,train,True
patch-35-97-image.png,train,False
patch-13-408-image.png,train,True
patch-67-76-image.png,train,True
patch-33-409-image.png,test,False
patch-53-85-image.png,val,False
patch-7-75-image.png,train,False
patch-71-62-image.png,val,False
patch-60-73-image.png,train,True
patch-43-40-image.png,test,False
patch-17-107-image.png,test,False
patch-1-98-image.png,val,True
patch-56-90-image.png,test,False
patch-48-120-image.png,test,False
patch-70-61-image.png,val,False
patch-8-35-image.png,test,True
patch-34-123-image.png,test,False
patch-5-163-image.png,train,True
patch-5-255-image.png,train,False
patch-75-73-image.png,train,False
patch-53-133-image.png,test,False
patch-22-84-image.png,train,False
patch-13-392-image.png,val,False
patch-60-100-image.png,train,True
patch-59-62-image.png,val,False
patch-38-159-image.png,train,False
patch-19-402-image.png,val,True
patch-1-224-image.png,val,False
patch-67-73-image.png,test,True
patch-41-83-image.png,train,False
patch-75-53-image.png,test,True
patch-75-61-image.png,test,False
patch-4-264-image.png,train,True
patch-22-411-image.png,train,True
patch-70-77-image.png,test,False
patch-13-128-image.png,train,False
patch-40-68-image.png,test,False
patch-2-262-image.png,val,False
patch-75-99-image.png,train,True
patch-36-155-image.png,val,False
patch-9-205-image.png,train,False
patch-7-212-image.png,test,False
patch-6-196-image.png,train,False
patch-50-64-image.png,val,False
patch-26-134-image.png,train,True
patch-9-171-image.png,train,False
patch-3-21-image.png,train,True
patch-23-52-image.png,val,False
patch-24-127-image.png,val,False
patch-32-409-image.png,test,False
patch-54-53-image.png,train,False
patch-12-131-image.png,train,True
patch-46-106-image.png,train,True
patch-3-53-image.png,train,True
patch-30-47-image.png,test,False
patch-6-207-image.png,train,False
patch-48-93-image.png,train,False
patch-29-46-image.png,train,False
patch-26-395-image.png,train,False
patch-27-108-image.png,train,False
patch-46-100-image.png,train,False
patch-33-150-image.png,train,False
patch-48-157-image.png,train,False
patch-2-143-image.png,train,False
patch-10-343-image.png,test,True
patch-33-408-image.png,val,False
patch-57-77-image.png,test,True
patch-8-144-image.png,train,True
